Journals,Sentiment
I decided to have a quiet night in and thus was able to sleep much more than usual on a Thursday night which started off my Friday on a good note.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8715277777777778
}"
I slept on the couch and it was uncomfortable.  I did not get to sleep quickly and I kept waking up.  I thought about how terrible my life is while trying to sleep.,"{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.8330592105263158
}"
friends make our journey of life easier they are a true source of joy to us.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.9036458333333334
}"
This morning I stopped onm the way to work at my usual place to get my coffee and a breakfast sandwich and this time I also got something new called a french toast stick which ended up being quite good so I will get that again it was great,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7427884615384616
}"
"I had a really good time last night, After I got home from work I went over and hung out with my friend Lisa. We had a great time just hanging out and having a drink and talking.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7666666666666667
}"
I like to eat so food made me feel good.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.9192708333333334
}"
"Food is necessary to not starve to death. I made some soup. It wasn't great, but it was relatively fast, and was pretty good for the amount of time, effort, and money I put into it.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.492866847826087
}"
The second most salient thing for me yesterday was how I relaxed after work yesterday by taking a long walk home. It's about five miles from my work place to my home and I decided to walk it yesterday because I find walking really relaxing and uplifting. It cheered up my feelings and made me feel a bit more motivated to continue on. I enjoyed how tired I felt when I finally got home and I was able to just relax and watch TV all evening when I finally did arrive.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.65625
}"
I am fairly committed to the gym and i would say it's the second most important thing I do. I had a pretty solid workout and overall felt satisfied.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8348214285714286
}"
"I used to weigh 100 pounds more than I do now, exercise is a very important thing to me.  It is a real priority in my life, and I make sure to get it done every day.  It just feels good.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.5364583333333334
}"
I worked out yesterday and was able to accomplish both my aerobic and weightlifting goals so for that reason I felt I had a satisfying workout.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8911290322580645
}"
My family is always there for me. I am proud that I have them and we have each other. We can count on each other when times are hard,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7787298387096774
}"
"The most salient aspect of my day during the afternoon, was spent with a close friend at a nearby coffee shop. I felt very relaxed and at ease enjoying a lovely exchange.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8549679487179487
}"
I feel so lucky to have a husband and partner that is there for me and also takes care of my mother. So so lucky,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8582175925925926
}"
"Again, I got a flu shot. Looking forward to good health.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7588541666666667
}"
we went shopping and we were just being goofy in the store,"{
    ""sentiment"": ""neutral"",
    ""sentiment_score"": 0.011736188616071428
}"
At night we got to watch a movie all together as a family. We cuddled and made popcorn and enjoyed eachothers company.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8645833333333334
}"
"I wasn't feeling the gym, as I had hurt my groin a couple weeks ago, and it was still sore.  Either way, I went in there, did well and got into it.  I did a bunch of things that I think will help it heal, and I feel good about that.","{
    ""sentiment"": ""neutral"",
    ""sentiment_score"": 0.17035914179104478
}"
I had a test that I prepared for but I was still nervous.,"{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.5041666666666667
}"
"Got a lot of sleep, was pretty nice since i have been lacking this week.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.6052631578947368
}"
"had a great nights sleep and seemed out of the oridinary, as I usually wake up every 2 hours, I slpet through the night and woke up to the sunrise","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7043269230769231
}"
"school is taking longer than i was expecting. i am couple classes away from graduating with my stem cell engineering degree. but something always comes up. my mother has been sick lately, had to drop classes this semester to be able to attend to her. i have faith i will be able to finish but not in the time i thought.","{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.46875
}"
Nice to watch a movie with my hubby after he was gone on a trip.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.774609375
}"
"I love my family more than anything else in this world.  They are the rock that keeps me going.  Without them, I'd be lost. I am so grateful for them.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7407094594594594
}"
"I really wanted to have sex with my boyfriend today, but he wasn't in the mood.  Story of my life!","{
    ""sentiment"": ""neutral"",
    ""sentiment_score"": -0.10009765625
}"
I made a rotisserie chicken for dinner which we all love.  I don't eat gluten but I make fun substitutes.  We had cauliflower mac and cheese for a side dish as well as a fresh salad.  It was a lovely dinner.  I enjoyed it with my family.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7003968253968254
}"
I got to watch some tv with friends. We watched our favorite show which has been on for almost twenty years. We laughed and had a good time.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.6930147058823529
}"
yesterday when I got home and I watched classic Doctor Who on twitch.tv. It featured Tom Baker as the Doctor. I really did enjoyed it.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.5358455882352942
}"
"Went out to dinner last night with 3 of my work friends.  We had a great meal, a few drinks, and great conversation.  It was a lot of fun.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8194901315789473
}"
It was a happy day because I had a nice phone call from my sister and mother. I spent the evening with my husband and kids.I am a blessed person,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8776041666666666
}"
The fish fry and curry were appreciated by everyone but the most important acknowledgement was from Kailash aged five. He said 'grandma I love when you make fish for me'.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.735176282051282
}"
We enjoyed the wings. It was great and delicious.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8963068181818182
}"
I was supposed to finish writing some interrogatories this weekend but I felt too bad to do a lot. I drafted a couple but I've got a cold and really couldn't concentrate I kept falling asleep. Hopefully I'll feel better tomorrow.,"{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.49973060344827586
}"
"Today I made my second batch of Greek Yogurt with my new Instant Pot. It's costing me $1.65 a quart compared to almost $5 a quart at the grocery store, and it taste better too!","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.611875
}"
